year,disaster,fips,disaster_dct,disaster_dc,disaster_dt,disaster_d,category,disaster_ct
1997,Thunderstorm Wind,17123,2,66,9868,216417,top2,2
2002,Thunderstorm Wind,17123,2,66,12004,216417,top2,4
2002,Hail,17123,2,37,12540,209891,top2,4
2007,Thunderstorm Wind,17123,3,66,13015,216417,top2,5
2007,Hail,17123,2,37,12711,209891,top2,5
2012,Hail,17123,7,37,13385,209891,top2,13
2012,Tornado,17123,2,6,1057,22750,top10,13
2012,Flash Flood,17123,1,8,2304,52939,top10,13
2012,Thunderstorm Wind,17123,3,66,16238,216417,top2,13
1997,Thunderstorm Wind,17125,4,63,9868,216417,top2,4
2002,Hail,17125,1,29,12540,209891,top2,4
2002,Flash Flood,17125,2,10,3234,52939,top10,4
2002,Thunderstorm Wind,17125,1,63,12004,216417,top2,4
2007,Thunderstorm Wind,17125,2,63,13015,216417,top2,2
2012,Hail,17125,1,29,13385,209891,top2,1
1997,Flood,17127,1,23,1946,32593,top10,10
1997,Flash Flood,17127,3,14,3027,52939,top10,10
1997,Thunderstorm Wind,17127,5,63,9868,216417,top2,10
1997,Funnel Cloud,17127,1,6,372,6056,top30,10
2002,Thunderstorm Wind,17127,2,63,12004,216417,top2,3
2002,Flash Flood,17127,1,14,3234,52939,top10,3
2007,Flood,17127,1,23,1804,32593,top10,7
2007,Hail,17127,2,30,12711,209891,top2,7
2007,Lightning,17127,1,3,721,12849,top20,7
2007,Flash Flood,17127,2,14,3688,52939,top10,7
2007,Thunderstorm Wind,17127,1,63,13015,216417,top2,7
2012,Hail,17127,7,30,13385,209891,top2,20
2012,Thunderstorm Wind,17127,9,63,16238,216417,top2,20
2012,Lightning,17127,1,3,591,12849,top20,20
2012,Flood,17127,2,23,992,32593,top10,20
2012,Tornado,17127,1,11,1057,22750,top10,20
1997,Hail,17129,2,46,8612,209891,top2,6
1997,Thunderstorm Wind,17129,4,72,9868,216417,top2,6
2002,Hail,17129,4,46,12540,209891,top2,9
2002,Thunderstorm Wind,17129,4,72,12004,216417,top2,9
2002,Flash Flood,17129,1,14,3234,52939,top10,9
2007,Thunderstorm Wind,17129,1,72,13015,216417,top2,1
2012,Hail,17129,3,46,13385,209891,top2,4
2012,Thunderstorm Wind,17129,1,72,16238,216417,top2,4
1997,Thunderstorm Wind,17131,14,54,9868,216417,top2,16
1997,Flash Flood,17131,1,9,3027,52939,top10,16
1997,Lightning,17131,1,3,841,12849,top20,16
2002,Thunderstorm Wind,17131,6,54,12004,216417,top2,10
2002,Hail,17131,3,42,12540,209891,top2,10
2002,Flood,17131,1,13,1773,32593,top10,10
2007,Thunderstorm Wind,17131,2,54,13015,216417,top2,3
2007,Hail,17131,1,42,12711,209891,top2,3
2012,Thunderstorm Wind,17131,1,54,16238,216417,top2,2
2012,Hail,17131,1,42,13385,209891,top2,2
1997,Thunderstorm Wind,17133,3,51,9868,216417,top2,5
1997,Flood,17133,1,5,1946,32593,top10,5
1997,Flash Flood,17133,1,10,3027,52939,top10,5
2002,Hail,17133,1,62,12540,209891,top2,4
2002,Flash Flood,17133,1,10,3234,52939,top10,4
2002,Thunderstorm Wind,17133,2,51,12004,216417,top2,4
2007,Hail,17133,4,62,12711,209891,top2,4
2012,Hail,17133,4,62,13385,209891,top2,10
2012,Thunderstorm Wind,17133,6,51,16238,216417,top2,10
1997,Hail,17135,1,98,8612,209891,top2,2
1997,Tornado,17135,1,13,1180,22750,top10,2
2002,Thunderstorm Wind,17135,9,87,12004,216417,top2,22
2002,Hail,17135,10,98,12540,209891,top2,22
2002,Lightning,17135,1,1,875,12849,top20,22
2002,Flash Flood,17135,2,10,3234,52939,top10,22
2007,Hail,17135,4,98,12711,209891,top2,6
2007,Thunderstorm Wind,17135,2,87,13015,216417,top2,6
2012,Thunderstorm Wind,17135,5,87,16238,216417,top2,8
2012,Hail,17135,3,98,13385,209891,top2,8
1997,Thunderstorm Wind,17137,1,68,9868,216417,top2,1
2002,Flash Flood,17137,4,18,3234,52939,top10,11
2002,Thunderstorm Wind,17137,3,68,12004,216417,top2,11
2002,Hail,17137,3,56,12540,209891,top2,11
2002,Tornado,17137,1,13,1040,22750,top10,11
2007,Thunderstorm Wind,17137,3,68,13015,216417,top2,4
2007,Hail,17137,1,56,12711,209891,top2,4
2012,Hail,17137,7,56,13385,209891,top2,11
2012,Thunderstorm Wind,17137,2,68,16238,216417,top2,11
2012,Tornado,17137,2,13,1057,22750,top10,11
1997,Waterspout,17139,1,1,218,3477,top30,3
1997,Hail,17139,2,23,8612,209891,top2,3
2002,Flash Flood,17139,3,13,3234,52939,top10,6
2002,Thunderstorm Wind,17139,2,43,12004,216417,top2,6
2002,Hail,17139,1,23,12540,209891,top2,6
2007,Thunderstorm Wind,17139,2,43,13015,216417,top2,2
2012,Thunderstorm Wind,17139,2,43,16238,216417,top2,2
1997,Hail,17141,2,48,8612,209891,top2,3
1997,Thunderstorm Wind,17141,1,113,9868,216417,top2,3
2002,Hail,17141,2,48,12540,209891,top2,5
2002,Flash Flood,17141,2,15,3234,52939,top10,5
2002,Thunderstorm Wind,17141,1,113,12004,216417,top2,5
2007,Thunderstorm Wind,17141,15,113,13015,216417,top2,24
2007,Flood,17141,3,6,1804,32593,top10,24
2007,Flash Flood,17141,4,15,3688,52939,top10,24
2007,Hail,17141,2,48,12711,209891,top2,24
2012,Thunderstorm Wind,17141,6,113,16238,216417,top2,8
2012,Hail,17141,2,48,13385,209891,top2,8
1997,Thunderstorm Wind,17143,6,134,9868,216417,top2,8
1997,Tornado,17143,1,8,1180,22750,top10,8
1997,Hail,17143,1,84,8612,209891,top2,8
2002,Flash Flood,17143,1,15,3234,52939,top10,10
2002,Hail,17143,7,84,12540,209891,top2,10
2002,Thunderstorm Wind,17143,2,134,12004,216417,top2,10
2007,Thunderstorm Wind,17143,2,134,13015,216417,top2,2
2012,Hail,17143,6,84,13385,209891,top2,11
2012,Thunderstorm Wind,17143,4,134,16238,216417,top2,11
2012,Lightning,17143,1,5,591,12849,top20,11
1997,Hail,17145,2,40,8612,209891,top2,2
2002,Hail,17145,1,40,12540,209891,top2,7
2002,Funnel Cloud,17145,1,2,235,6056,top30,7
2002,Thunderstorm Wind,17145,2,53,12004,216417,top2,7
2002,Flash Flood,17145,1,16,3234,52939,top10,7
2002,Flood,17145,2,10,1773,32593,top10,7
2007,Hail,17145,2,40,12711,209891,top2,6
2007,Heavy Rain,17145,3,18,874,13299,top20,6
2007,Thunderstorm Wind,17145,1,53,13015,216417,top2,6
2012,Heavy Rain,17145,3,18,1041,13299,top20,10
2012,Hail,17145,4,40,13385,209891,top2,10
2012,Thunderstorm Wind,17145,3,53,16238,216417,top2,10
1997,Thunderstorm Wind,17147,2,50,9868,216417,top2,4
1997,Tornado,17147,1,15,1180,22750,top10,4
1997,Hail,17147,1,31,8612,209891,top2,4
2002,Hail,17147,1,31,12540,209891,top2,4
2002,Flash Flood,17147,2,12,3234,52939,top10,4
2002,Thunderstorm Wind,17147,1,50,12004,216417,top2,4
2007,Hail,17147,1,31,12711,209891,top2,3
2007,Thunderstorm Wind,17147,2,50,13015,216417,top2,3
2012,Tornado,17147,1,15,1057,22750,top10,1
1997,Thunderstorm Wind,17149,1,97,9868,216417,top2,1
2002,Hail,17149,5,53,12540,209891,top2,13
2002,Thunderstorm Wind,17149,6,97,12004,216417,top2,13
2002,Tornado,17149,1,20,1040,22750,top10,13
2002,Flash Flood,17149,1,7,3234,52939,top10,13
2007,Thunderstorm Wind,17149,7,97,13015,216417,top2,10
2007,Flood,17149,1,4,1804,32593,top10,10
2007,Tornado,17149,2,20,1238,22750,top10,10
2012,Thunderstorm Wind,17149,3,97,16238,216417,top2,5
2012,Hail,17149,2,53,13385,209891,top2,5
1997,Funnel Cloud,17151,1,3,372,6056,top30,7
1997,Flash Flood,17151,4,15,3027,52939,top10,7
1997,Thunderstorm Wind,17151,2,34,9868,216417,top2,7
2002,Flash Flood,17151,1,15,3234,52939,top10,5
2002,Hail,17151,2,25,12540,209891,top2,5
2002,Tornado,17151,1,7,1040,22750,top10,5
2002,Thunderstorm Wind,17151,1,34,12004,216417,top2,5
2007,Thunderstorm Wind,17151,1,34,13015,216417,top2,4
2007,Heavy Rain,17151,1,5,874,13299,top20,4
2007,Hail,17151,1,25,12711,209891,top2,4
2007,Flash Flood,17151,1,15,3688,52939,top10,4
2012,Flood,17151,1,15,992,32593,top10,3
2012,Hail,17151,1,25,13385,209891,top2,3
2012,Thunderstorm Wind,17151,1,34,16238,216417,top2,3
1997,Thunderstorm Wind,17153,4,39,9868,216417,top2,8
1997,Funnel Cloud,17153,2,5,372,6056,top30,8
1997,Hail,17153,1,32,8612,209891,top2,8
1997,Flash Flood,17153,1,9,3027,52939,top10,8
2002,Flash Flood,17153,1,9,3234,52939,top10,1
2007,Hail,17153,4,32,12711,209891,top2,8
2007,Thunderstorm Wind,17153,2,39,13015,216417,top2,8
2007,Flood,17153,1,26,1804,32593,top10,8
2007,Heavy Rain,17153,1,1,874,13299,top20,8
2012,Hail,17153,1,32,13385,209891,top2,6
2012,Tornado,17153,1,6,1057,22750,top10,6
2012,Funnel Cloud,17153,1,5,326,6056,top30,6
2012,Thunderstorm Wind,17153,1,39,16238,216417,top2,6
2012,Flood,17153,2,26,992,32593,top10,6
1997,Flash Flood,17155,1,4,3027,52939,top10,2
1997,Thunderstorm Wind,17155,1,37,9868,216417,top2,2
2007,Hail,17155,3,36,12711,209891,top2,11
2007,Flash Flood,17155,1,4,3688,52939,top10,11
2007,Thunderstorm Wind,17155,7,37,13015,216417,top2,11
2012,Hail,17155,3,36,13385,209891,top2,4
2012,Thunderstorm Wind,17155,1,37,16238,216417,top2,4
1997,Hail,17157,6,123,8612,209891,top2,8
1997,Thunderstorm Wind,17157,2,82,9868,216417,top2,8
2002,Flash Flood,17157,1,10,3234,52939,top10,20
2002,Hail,17157,12,123,12540,209891,top2,20
2002,Thunderstorm Wind,17157,6,82,12004,216417,top2,20
2002,Tornado,17157,1,13,1040,22750,top10,20
2007,Hail,17157,7,123,12711,209891,top2,7
2012,Hail,17157,2,123,13385,209891,top2,6
2012,Thunderstorm Wind,17157,4,82,16238,216417,top2,6
1997,Thunderstorm Wind,17159,2,51,9868,216417,top2,2
2002,Hail,17159,2,16,12540,209891,top2,6
2002,Thunderstorm Wind,17159,3,51,12004,216417,top2,6
2002,Flash Flood,17159,1,18,3234,52939,top10,6
2007,Thunderstorm Wind,17159,1,51,13015,216417,top2,1
2012,Thunderstorm Wind,17159,1,51,16238,216417,top2,2
2012,Hail,17159,1,16,13385,209891,top2,2
1997,Hail,17161,6,63,8612,209891,top2,15
1997,Thunderstorm Wind,17161,7,98,9868,216417,top2,15
1997,Tornado,17161,1,4,1180,22750,top10,15
1997,Flash Flood,17161,1,18,3027,52939,top10,15
2002,Thunderstorm Wind,17161,2,98,12004,216417,top2,5
2002,Hail,17161,2,63,12540,209891,top2,5
2002,Flood,17161,1,27,1773,32593,top10,5
2007,Flood,17161,2,27,1804,32593,top10,17
2007,Thunderstorm Wind,17161,8,98,13015,216417,top2,17
2007,Hail,17161,4,63,12711,209891,top2,17
2007,Flash Flood,17161,3,18,3688,52939,top10,17
2012,Thunderstorm Wind,17161,6,98,16238,216417,top2,7
2012,Hail,17161,1,63,13385,209891,top2,7
1997,Hail,17163,2,162,8612,209891,top2,11
1997,Thunderstorm Wind,17163,8,214,9868,216417,top2,11
1997,Flash Flood,17163,1,21,3027,52939,top10,11
2002,Hail,17163,4,162,12540,209891,top2,18
2002,Lightning,17163,2,5,875,12849,top20,18
2002,Thunderstorm Wind,17163,10,214,12004,216417,top2,18
2002,Flash Flood,17163,1,21,3234,52939,top10,18
2002,Tornado,17163,1,12,1040,22750,top10,18
2007,Hail,17163,16,162,12711,209891,top2,21
2007,Thunderstorm Wind,17163,5,214,13015,216417,top2,21
2012,Hail,17163,17,162,13385,209891,top2,26
2012,Thunderstorm Wind,17163,9,214,16238,216417,top2,26
1997,Hail,17165,1,44,8612,209891,top2,3
1997,Thunderstorm Wind,17165,2,78,9868,216417,top2,3
2002,Hail,17165,3,44,12540,209891,top2,7
2002,Tornado,17165,1,3,1040,22750,top10,7
2002,Flood,17165,1,9,1773,32593,top10,7
2002,Thunderstorm Wind,17165,2,78,12004,216417,top2,7
2007,Heavy Rain,17165,1,12,874,13299,top20,10
2007,Hail,17165,3,44,12711,209891,top2,10
2007,Thunderstorm Wind,17165,6,78,13015,216417,top2,10
2012,Thunderstorm Wind,17165,11,78,16238,216417,top2,19
2012,Funnel Cloud,17165,1,5,326,6056,top30,19
2012,Hail,17165,5,44,13385,209891,top2,19
2012,Tornado,17165,1,3,1057,22750,top10,19
2012,Heavy Rain,17165,1,12,1041,13299,top20,19
1997,Thunderstorm Wind,17167,4,131,9868,216417,top2,5
1997,Hail,17167,1,132,8612,209891,top2,5
2002,Flash Flood,17167,9,29,3234,52939,top10,17
2002,Thunderstorm Wind,17167,4,131,12004,216417,top2,17
2002,Hail,17167,4,132,12540,209891,top2,17
2007,Thunderstorm Wind,17167,3,131,13015,216417,top2,6
2007,Hail,17167,2,132,12711,209891,top2,6
2007,Tornado,17167,1,33,1238,22750,top10,6
2012,Thunderstorm Wind,17167,6,131,16238,216417,top2,20
2012,Hail,17167,13,132,13385,209891,top2,20
2012,Lightning,17167,1,3,591,12849,top20,20
1997,Thunderstorm Wind,17169,1,54,9868,216417,top2,1
2002,Hail,17169,1,28,12540,209891,top2,4
2002,Flash Flood,17169,3,19,3234,52939,top10,4
2002,Thunderstorm Wind,17171,3,46,12004,216417,top2,12
2002,Flash Flood,17171,8,23,3234,52939,top10,12
2002,Hail,17171,1,23,12540,209891,top2,12
2007,Thunderstorm Wind,17171,2,46,13015,216417,top2,2
1997,Hail,17173,3,41,8612,209891,top2,3
2002,Tornado,17173,1,14,1040,22750,top10,14
2002,Flash Flood,17173,6,31,3234,52939,top10,14
2002,Hail,17173,3,41,12540,209891,top2,14
2002,Thunderstorm Wind,17173,4,71,12004,216417,top2,14
2007,Thunderstorm Wind,17173,5,71,13015,216417,top2,5
2012,Thunderstorm Wind,17173,5,71,16238,216417,top2,8
2012,Hail,17173,3,41,13385,209891,top2,8
1997,Tornado,17175,2,6,1180,22750,top10,7
1997,Thunderstorm Wind,17175,3,35,9868,216417,top2,7
1997,Hail,17175,2,28,8612,209891,top2,7
2002,Flash Flood,17175,2,11,3234,52939,top10,4
2002,Thunderstorm Wind,17175,2,35,12004,216417,top2,4
2007,Hail,17175,2,28,12711,209891,top2,5
2007,Thunderstorm Wind,17175,3,35,13015,216417,top2,5
2012,Tornado,17175,3,6,1057,22750,top10,5
2012,Thunderstorm Wind,17175,2,35,16238,216417,top2,5
1997,Flash Flood,17177,1,19,3027,52939,top10,5
1997,Thunderstorm Wind,17177,4,129,9868,216417,top2,5
2002,Thunderstorm Wind,17177,5,129,12004,216417,top2,17
2002,Flash Flood,17177,6,19,3234,52939,top10,17
2002,Hail,17177,3,60,12540,209891,top2,17
2002,Flood,17177,2,9,1773,32593,top10,17
2002,Funnel Cloud,17177,1,8,235,6056,top30,17
2007,Flash Flood,17177,1,19,3688,52939,top10,5
2007,Thunderstorm Wind,17177,4,129,13015,216417,top2,5
2012,Thunderstorm Wind,17177,9,129,16238,216417,top2,12
2012,Hail,17177,3,60,13385,209891,top2,12
1997,Thunderstorm Wind,17179,5,129,9868,216417,top2,8
1997,Hail,17179,2,93,8612,209891,top2,8
1997,Tornado,17179,1,20,1180,22750,top10,8
2002,Hail,17179,2,93,12540,209891,top2,7
2002,Thunderstorm Wind,17179,4,129,12004,216417,top2,7
2002,Flash Flood,17179,1,13,3234,52939,top10,7
2007,Thunderstorm Wind,17179,4,129,13015,216417,top2,5
2007,Hail,17179,1,93,12711,209891,top2,5
2012,Hail,17179,6,93,13385,209891,top2,9
2012,Thunderstorm Wind,17179,3,129,16238,216417,top2,9
1997,Hail,17181,1,25,8612,209891,top2,3
1997,Thunderstorm Wind,17181,2,44,9868,216417,top2,3
2002,Flash Flood,17181,3,15,3234,52939,top10,9
2002,Hail,17181,2,25,12540,209891,top2,9
2002,Thunderstorm Wind,17181,3,44,12004,216417,top2,9
2002,Tornado,17181,1,8,1040,22750,top10,9
2007,Tornado,17181,1,8,1238,22750,top10,4
2007,Thunderstorm Wind,17181,2,44,13015,216417,top2,4
2007,Hail,17181,1,25,12711,209891,top2,4
2012,Thunderstorm Wind,17181,3,44,16238,216417,top2,7
2012,Hail,17181,3,25,13385,209891,top2,7
2012,Tornado,17181,1,8,1057,22750,top10,7
1997,Thunderstorm Wind,17183,2,132,9868,216417,top2,2
2002,Flash Flood,17183,5,32,3234,52939,top10,8
2002,Hail,17183,2,96,12540,209891,top2,8
2002,Thunderstorm Wind,17183,1,132,12004,216417,top2,8
2007,Hail,17183,3,96,12711,209891,top2,3
2012,Flash Flood,17183,1,32,2304,52939,top10,37
2012,Hail,17183,26,96,13385,209891,top2,37
2012,Tornado,17183,2,21,1057,22750,top10,37
2012,Lightning,17183,1,1,591,12849,top20,37
2012,Thunderstorm Wind,17183,7,132,16238,216417,top2,37
1997,Thunderstorm Wind,17185,3,46,9868,216417,top2,4
1997,Flood,17185,1,36,1946,32593,top10,4
2002,Thunderstorm Wind,17185,1,46,12004,216417,top2,2
2002,Hail,17185,1,38,12540,209891,top2,2
2007,Thunderstorm Wind,17185,2,46,13015,216417,top2,9
2007,Flood,17185,5,36,1804,32593,top10,9
2007,Heavy Rain,17185,2,13,874,13299,top20,9
2012,Thunderstorm Wind,17185,3,46,16238,216417,top2,15
2012,Flood,17185,2,36,992,32593,top10,15
2012,Hail,17185,8,38,13385,209891,top2,15
2012,Heavy Rain,17185,2,13,1041,13299,top20,15
1997,Thunderstorm Wind,17187,6,73,9868,216417,top2,9
1997,Tornado,17187,2,15,1180,22750,top10,9
1997,Flash Flood,17187,1,14,3027,52939,top10,9
2002,Hail,17187,1,41,12540,209891,top2,6
2002,Flash Flood,17187,4,14,3234,52939,top10,6
2002,Thunderstorm Wind,17187,1,73,12004,216417,top2,6
2007,Thunderstorm Wind,17187,3,73,13015,216417,top2,5
2007,Hail,17187,2,41,12711,209891,top2,5
2012,Thunderstorm Wind,17187,2,73,16238,216417,top2,4
2012,Hail,17187,2,41,13385,209891,top2,4
1997,Thunderstorm Wind,17189,2,65,9868,216417,top2,4
1997,Hail,17189,2,81,8612,209891,top2,4
2002,Hail,17189,5,81,12540,209891,top2,9
2002,Thunderstorm Wind,17189,3,65,12004,216417,top2,9
2002,Flash Flood,17189,1,10,3234,52939,top10,9
2012,Tornado,17189,1,16,1057,22750,top10,18
2012,Hail,17189,13,81,13385,209891,top2,18
2012,Thunderstorm Wind,17189,3,65,16238,216417,top2,18
2012,Lightning,17189,1,1,591,12849,top20,18
1997,Thunderstorm Wind,17191,5,49,9868,216417,top2,7
1997,Flash Flood,17191,1,18,3027,52939,top10,7
1997,Hail,17191,1,48,8612,209891,top2,7
2002,Flood,17191,1,16,1773,32593,top10,11
2002,Thunderstorm Wind,17191,1,49,12004,216417,top2,11
2002,Hail,17191,7,48,12540,209891,top2,11
2002,Flash Flood,17191,1,18,3234,52939,top10,11
2002,Tornado,17191,1,7,1040,22750,top10,11
2007,Thunderstorm Wind,17191,4,49,13015,216417,top2,8
2007,Hail,17191,3,48,12711,209891,top2,8
2007,Heavy Rain,17191,1,4,874,13299,top20,8
2012,Thunderstorm Wind,17191,2,49,16238,216417,top2,6
2012,Funnel Cloud,17191,1,4,326,6056,top30,6
2012,Heavy Rain,17191,1,4,1041,13299,top20,6
2012,Hail,17191,2,48,13385,209891,top2,6
1997,Thunderstorm Wind,17193,3,52,9868,216417,top2,3
2002,Thunderstorm Wind,17193,2,52,12004,216417,top2,7
2002,Flash Flood,17193,1,15,3234,52939,top10,7
2002,Hail,17193,4,37,12540,209891,top2,7
2007,Flood,17193,5,53,1804,32593,top10,9
2007,Thunderstorm Wind,17193,2,52,13015,216417,top2,9
2007,Hail,17193,1,37,12711,209891,top2,9
2007,Lightning,17193,1,4,721,12849,top20,9
2012,Tornado,17193,2,7,1057,22750,top10,22
2012,Hail,17193,11,37,13385,209891,top2,22
2012,Flood,17193,5,53,992,32593,top10,22
2012,Thunderstorm Wind,17193,3,52,16238,216417,top2,22
2012,Heavy Rain,17193,1,5,1041,13299,top20,22
1997,Thunderstorm Wind,17195,3,120,9868,216417,top2,5
1997,Hail,17195,1,72,8612,209891,top2,5
1997,Flash Flood,17195,1,12,3027,52939,top10,5
2002,Flood,17195,1,14,1773,32593,top10,9
2002,Thunderstorm Wind,17195,4,120,12004,216417,top2,9
2002,Flash Flood,17195,4,12,3234,52939,top10,9
2007,Flood,17195,1,14,1804,32593,top10,10
2007,Thunderstorm Wind,17195,8,120,13015,216417,top2,10
2007,Hail,17195,1,72,12711,209891,top2,10
2012,Thunderstorm Wind,17195,8,120,16238,216417,top2,11
2012,Hail,17195,3,72,13385,209891,top2,11
1997,Hail,17197,2,159,8612,209891,top2,10
1997,Thunderstorm Wind,17197,7,187,9868,216417,top2,10
1997,Tornado,17197,1,15,1180,22750,top10,10
2002,Hail,17197,1,159,12540,209891,top2,3
2002,Lightning,17197,1,31,875,12849,top20,3
2002,Thunderstorm Wind,17197,1,187,12004,216417,top2,3
2007,Hail,17197,11,159,12711,209891,top2,66
2007,Thunderstorm Wind,17197,35,187,13015,216417,top2,66
2007,Heavy Rain,17197,2,5,874,13299,top20,66
2007,Flood,17197,13,42,1804,32593,top10,66
2007,Flash Flood,17197,2,34,3688,52939,top10,66
2007,Tornado,17197,2,15,1238,22750,top10,66
2007,Lightning,17197,1,31,721,12849,top20,66
2012,Thunderstorm Wind,17197,12,187,16238,216417,top2,34
2012,Flash Flood,17197,2,34,2304,52939,top10,34
2012,Hail,17197,18,159,13385,209891,top2,34
2012,Lightning,17197,2,31,591,12849,top20,34
1997,Flood,17199,1,10,1946,32593,top10,4
1997,Hail,17199,2,59,8612,209891,top2,4
1997,Thunderstorm Wind,17199,1,51,9868,216417,top2,4
2002,Hail,17199,4,59,12540,209891,top2,6
2002,Thunderstorm Wind,17199,2,51,12004,216417,top2,6
2007,Heavy Rain,17199,2,16,874,13299,top20,6
2007,Hail,17199,3,59,12711,209891,top2,6
2007,Thunderstorm Wind,17199,1,51,13015,216417,top2,6
2012,Hail,17199,8,59,13385,209891,top2,16
2012,Thunderstorm Wind,17199,5,51,16238,216417,top2,16
2012,Flood,17199,1,10,992,32593,top10,16
2012,Funnel Cloud,17199,1,7,326,6056,top30,16
2012,Tornado,17199,1,4,1057,22750,top10,16
1997,Hail,17201,2,80,8612,209891,top2,6
1997,Thunderstorm Wind,17201,4,122,9868,216417,top2,6
2002,Thunderstorm Wind,17201,4,122,12004,216417,top2,8
2002,Flash Flood,17201,2,15,3234,52939,top10,8
2002,Hail,17201,2,80,12540,209891,top2,8
2007,Thunderstorm Wind,17201,11,122,13015,216417,top2,16
2007,Flood,17201,1,17,1804,32593,top10,16
2007,Flash Flood,17201,4,15,3688,52939,top10,16
2012,Hail,17201,7,80,13385,209891,top2,16
2012,Thunderstorm Wind,17201,7,122,16238,216417,top2,16
2012,Flood,17201,2,17,992,32593,top10,16
1997,Thunderstorm Wind,17203,2,80,9868,216417,top2,2
2002,Hail,17203,3,60,12540,209891,top2,9
2002,Flash Flood,17203,2,14,3234,52939,top10,9
2002,Thunderstorm Wind,17203,3,80,12004,216417,top2,9
2002,Tornado,17203,1,19,1040,22750,top10,9
2007,Thunderstorm Wind,17203,2,80,13015,216417,top2,2
2012,Hail,17203,3,60,13385,209891,top2,7
2012,Tornado,17203,3,19,1057,22750,top10,7
2012,Thunderstorm Wind,17203,1,80,16238,216417,top2,7
1997,Heavy Snow,18001,1,11,2994,41887,top10,4
1997,Winter Storm,18001,2,19,3008,47751,top10,4
1997,Thunderstorm Wind,18001,1,52,9868,216417,top2,4
2002,Winter Storm,18001,4,19,3376,47751,top10,15
2002,Hail,18001,4,53,12540,209891,top2,15
2002,Thunderstorm Wind,18001,4,52,12004,216417,top2,15
2002,Tornado,18001,1,4,1040,22750,top10,15
2002,High Wind,18001,2,12,3228,44090,top10,15
2007,Winter Storm,18001,1,19,3010,47751,top10,8
2007,Blizzard,18001,1,3,496,8253,top20,8
2007,Heavy Snow,18001,2,11,2609,41887,top10,8
2007,Thunderstorm Wind,18001,2,52,13015,216417,top2,8
2007,Ice Storm,18001,1,2,1071,8380,top20,8
2007,Hail,18001,1,53,12711,209891,top2,8
2012,Thunderstorm Wind,18001,4,52,16238,216417,top2,11
2012,Hail,18001,2,53,13385,209891,top2,11
2012,Excessive Heat,18001,1,1,1156,5597,top30,11
2012,Winter Storm,18001,1,19,1809,47751,top10,11
2012,High Wind,18001,1,12,3764,44090,top10,11
2012,Winter Weather,18001,1,1,2802,26322,top10,11
2012,Lake-Effect Snow,18001,1,3,114,1243,top30,11
1997,Winter Storm,18002,2,19,3008,47751,top10,4
1997,Heavy Snow,18002,2,13,2994,41887,top10,4
2002,Winter Storm,18002,4,19,3376,47751,top10,5
2002,High Wind,18002,1,7,3228,44090,top10,5
2007,Ice Storm,18002,1,2,1071,8380,top20,5
2007,Heavy Snow,18002,2,13,2609,41887,top10,5
2007,Blizzard,18002,1,3,496,8253,top20,5
2007,Winter Storm,18002,1,19,3010,47751,top10,5
2012,Winter Storm,18002,1,19,1809,47751,top10,4
2012,Excessive Heat,18002,1,1,1156,5597,top30,4
2012,Lake-Effect Snow,18002,1,7,114,1243,top30,4
2012,Rip Current,18002,1,4,70,806,top30,4
1997,Flash Flood,18003,3,18,3027,52939,top10,12
